Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,TotalSpending,NumPurchases,cluster
PhD,Single,69867.0,0,0,30,1,3,5,8,1,0,0,0,1,0,0,1,39,925,17,2
Master,Divorced,63841.0,0,1,64,1,9,3,9,6,0,0,0,0,0,0,0,57,908,22,0
Basic,Married,24480.0,1,0,46,3,3,0,4,7,0,0,0,0,0,0,0,44,102,10,1
Graduation,Together,51369.0,0,1,84,2,8,2,4,8,0,0,0,0,0,0,0,49,576,16,0
Graduation,Together,37760.0,0,0,20,2,4,1,6,7,0,0,0,0,0,0,0,79,317,13,1
PhD,Together,65640.0,0,1,74,1,5,1,8,2,0,0,0,0,0,0,0,51,461,15,2
Master,Married,44319.0,1,1,18,2,2,0,3,5,0,0,0,0,0,0,0,50,37,7,1
Graduation,Married,30631.0,1,0,75,1,3,1,2,7,0,0,0,0,0,0,0,51,70,7,1
Graduation,Together,75278.0,0,0,17,1,6,3,13,3,0,0,0,0,0,0,0,73,930,23,2
Master,Together,50898.0,1,1,88,13,6,2,12,5,0,0,0,0,0,0,0,69,859,33,0
Graduation,Widow,79946.0,0,0,19,1,5,11,5,3,0,0,0,0,0,0,0,59,1478,22,2
Master,Divorced,35416.0,0,0,62,3,7,1,5,8,0,0,0,0,0,0,0,76,390,16,0
2n Cycle,Together,32414.0,0,0,11,1,1,0,3,7,1,0,0,0,0,0,0,41,52,5,1
Graduation,Together,38361.0,1,0,74,3,3,1,3,7,0,0,0,0,0,0,0,56,137,10,1
Graduation,Married,82497.0,0,0,32,1,2,7,9,4,0,0,1,0,0,0,0,45,1919,19,2
Graduation,Together,16626.0,2,0,76,3,3,0,3,9,0,0,0,0,0,0,0,54,68,9,1
Graduation,Together,29672.0,1,1,6,1,0,0,3,6,0,0,0,0,0,0,0,60,25,4,1
Master,Together,55951.0,0,1,62,3,3,6,11,8,0,1,0,0,1,0,0,73,1374,23,2
2n Cycle,Divorced,35388.0,1,0,20,1,1,0,3,7,0,0,0,0,0,0,0,37,32,5,1
Master,Together,42386.0,1,0,43,1,3,0,3,8,0,0,0,0,0,0,0,39,100,7,1
Graduation,Single,68627.0,0,0,45,1,2,3,6,1,0,0,0,0,0,0,0,43,825,12,2
PhD,Divorced,57912.0,0,1,34,5,8,3,12,5,0,1,0,0,0,0,0,60,916,28,0
Graduation,Divorced,35246.0,1,1,53,4,3,1,3,5,0,0,0,0,0,0,0,67,62,11,1
2n Cycle,Together,58821.0,0,1,44,1,9,2,9,6,0,0,0,0,0,0,0,69,728,21,0
PhD,Married,46377.0,1,0,89,1,2,1,3,4,0,0,0,0,0,0,0,47,90,7,1
Graduation,Single,39747.0,1,0,43,3,5,1,4,8,0,0,0,0,0,0,0,37,273,13,1
Graduation,Together,23976.0,1,0,68,3,3,1,3,7,0,0,0,0,0,0,0,41,66,10,1
Master,Married,80950.0,0,0,44,1,6,7,9,2,0,0,0,1,0,0,0,64,1213,23,2
Graduation,Widow,27038.0,0,0,64,1,3,0,3,9,0,0,0,0,0,0,1,59,107,7,1
Graduation,Single,77457.0,0,0,85,1,2,5,10,1,0,0,1,0,0,0,0,78,1157,18,2
Master,Married,64100.0,0,1,93,1,8,3,6,7,0,1,0,0,0,0,0,61,546,18,0
Master,Together,42670.0,0,0,12,1,4,2,4,4,0,0,0,0,0,0,0,33,241,11,1
Graduation,Divorced,12571.0,1,0,86,4,3,1,3,6,0,0,0,0,0,0,0,49,53,11,1
Graduation,Married,22574.0,2,1,28,2,2,0,3,7,0,0,0,0,0,0,0,58,37,7,1
Master,Single,70893.0,0,0,42,1,6,6,10,3,0,0,0,0,0,0,0,49,1508,23,2
Graduation,Married,54198.0,1,1,13,6,3,1,6,4,0,0,0,0,0,0,0,59,235,16,0
Master,Together,28839.0,1,1,86,2,2,0,3,5,0,0,0,0,0,0,0,69,32,7,1
Graduation,Married,40321.0,1,1,59,2,3,0,3,7,0,0,0,0,0,0,0,53,102,8,1
Graduation,Single,66503.0,1,0,30,2,4,3,6,3,0,0,0,0,0,0,0,40,401,15,1
Graduation,Married,30833.0,1,1,33,2,1,0,3,5,0,0,0,0,0,0,0,74,28,6,1
Graduation,Married,64795.0,0,1,23,3,3,3,12,2,0,0,0,0,0,0,0,54,680,21,2
Graduation,Married,34421.0,1,0,81,1,1,0,2,7,0,0,0,0,0,0,0,51,30,4,1
PhD,Divorced,47025.0,1,1,6,1,1,0,2,7,0,0,0,0,0,0,0,60,20,4,1
PhD,Divorced,64325.0,0,1,41,5,10,3,5,7,0,0,0,0,0,0,0,64,1307,23,0
Graduation,Single,40464.0,0,1,78,6,8,2,8,8,0,0,0,0,0,0,0,72,630,24,0
Graduation,Married,62187.0,0,0,49,1,4,8,5,3,0,0,0,0,0,0,0,68,1283,18,2
PhD,Divorced,14849.0,1,0,39,3,2,0,4,8,0,0,0,0,0,0,0,49,65,9,1
Graduation,Married,27255.0,1,0,3,1,1,0,3,7,0,0,0,0,0,0,0,41,37,5,1
PhD,Married,54432.0,2,1,37,1,1,0,3,4,0,0,0,0,0,0,0,75,38,5,1
PhD,Single,29999.0,1,0,22,4,3,1,4,8,0,0,0,0,0,0,0,39,160,12,1
Graduation,Single,24072.0,1,0,79,1,1,0,2,8,0,0,0,0,0,0,0,42,23,4,1
PhD,Single,33996.0,0,0,46,1,1,1,3,4,0,0,0,0,0,0,0,36,71,6,1
PhD,Married,66334.0,0,1,82,2,9,3,5,5,0,0,0,0,0,0,1,69,1161,19,0
Master,Married,35178.0,1,0,10,1,1,1,2,7,1,0,0,0,0,0,1,54,59,5,1
Graduation,Together,22010.0,1,0,51,2,2,0,3,8,0,0,0,0,0,0,0,42,33,7,1
Graduation,Divorced,62204.0,0,2,38,1,4,5,12,3,0,0,0,0,0,0,0,65,946,22,2
Graduation,Divorced,75693.0,0,0,10,1,11,4,6,4,0,1,1,1,0,0,1,57,1442,22,2
Graduation,Married,30675.0,1,0,14,1,1,0,3,8,0,0,0,0,0,0,0,53,62,5,1
Graduation,Together,83003.0,0,0,18,1,7,6,8,3,0,0,1,0,0,0,1,60,1674,22,2
PhD,Together,83532.0,0,0,36,1,4,6,4,1,0,0,1,0,0,0,0,126,1853,15,2
Graduation,Single,68655.0,0,0,95,1,4,5,11,3,0,0,0,0,0,0,0,37,1538,21,2
Graduation,Divorced,41411.0,0,0,11,1,2,1,4,6,0,0,0,0,0,0,0,39,139,8,1
PhD,Married,55212.0,0,1,65,3,4,2,11,8,0,1,0,0,1,0,0,56,1182,20,0
PhD,Together,59292.0,0,1,71,2,3,5,8,3,0,0,0,0,0,0,0,75,507,18,2
Basic,Together,27190.0,1,0,13,1,1,0,2,8,1,0,0,0,0,0,1,52,18,4,1
Graduation,Divorced,82623.0,0,0,58,1,2,9,4,1,0,0,0,0,0,0,0,73,940,16,2
Graduation,Married,44300.0,1,1,65,2,1,0,3,6,0,0,0,0,0,0,0,60,42,6,1
Graduation,Divorced,84835.0,0,0,0,1,4,4,6,1,0,0,0,0,0,0,1,55,1190,15,2
Graduation,Widow,30372.0,1,1,33,3,2,0,3,7,0,0,0,0,0,0,0,54,44,8,1
Master,Married,33181.0,1,0,90,1,1,0,2,6,1,0,0,0,0,0,0,49,16,4,1
Graduation,Married,71113.0,0,1,95,4,6,7,9,4,0,0,0,0,0,0,0,68,835,26,2
Graduation,Married,71952.0,1,0,93,2,8,4,8,4,1,0,1,0,0,0,0,39,1443,22,2
PhD,Single,69759.0,0,0,38,3,4,6,5,3,0,0,0,0,0,0,1,59,1029,18,2
Graduation,Married,72099.0,0,0,18,1,3,4,10,1,0,0,0,0,0,0,0,51,1188,18,2
PhD,Single,60000.0,0,1,57,5,11,3,5,6,0,0,0,0,0,0,0,49,1277,24,0
Graduation,Single,38643.0,1,1,45,2,2,0,3,7,0,0,0,0,0,1,0,47,49,7,1
Graduation,Married,50737.0,0,1,61,1,2,0,4,6,0,1,0,0,0,0,0,70,99,7,1
PhD,Married,68462.0,0,0,6,1,3,3,8,1,0,0,0,0,0,0,0,56,1670,15,2
Master,Married,65073.0,0,0,65,1,5,3,5,2,0,0,0,0,0,1,0,82,900,14,2
PhD,Together,46681.0,0,2,52,2,4,6,4,5,0,0,0,0,0,0,0,77,425,16,2
Graduation,Married,78618.0,0,0,87,1,4,7,10,2,0,1,0,0,0,0,0,68,2153,22,2
PhD,Widow,62187.0,0,1,38,3,6,2,10,4,0,0,0,0,0,0,0,56,636,21,0
Graduation,Married,28442.0,2,0,53,3,2,1,4,4,0,0,0,0,0,0,0,47,57,10,1
PhD,Married,37717.0,1,0,31,1,1,0,2,9,0,0,0,0,0,0,0,47,25,4,1
Graduation,Married,51479.0,1,1,67,7,6,3,6,7,0,0,0,0,0,0,0,58,494,22,0
Graduation,Single,54803.0,0,1,65,2,6,2,9,4,0,0,0,0,0,0,0,56,693,19,0
Graduation,Married,79530.0,0,0,64,1,4,10,11,2,0,0,0,0,0,0,0,65,1348,26,2
Graduation,Divorced,31615.0,1,0,82,2,2,0,3,7,0,0,0,0,0,0,0,49,51,7,1
Graduation,Together,72025.0,0,0,27,1,4,3,8,3,0,0,0,0,0,0,0,63,1932,16,2
PhD,Single,52614.0,0,1,63,2,2,4,8,8,0,0,0,0,0,0,0,50,990,16,0
2n Cycle,Married,35684.0,1,0,66,1,1,0,3,6,0,0,0,0,0,0,0,41,30,5,1
Graduation,Married,48178.0,1,1,69,6,5,1,4,8,0,0,0,0,0,0,0,50,254,16,0
Master,Single,29548.0,1,0,52,1,1,1,2,4,1,0,0,0,0,0,0,55,29,5,1
Graduation,Single,63810.0,0,1,45,4,4,3,12,8,0,1,0,0,0,0,0,59,1371,23,0
PhD,Single,38578.0,1,1,2,3,3,0,3,8,0,0,0,0,0,0,1,53,73,9,1
Master,Single,46098.0,1,1,86,4,3,2,2,8,0,0,0,0,0,0,0,50,120,11,1
Graduation,Single,22585.0,0,0,23,1,1,1,2,9,1,0,0,0,0,0,1,55,81,5,1
Graduation,Single,30279.0,1,0,13,1,1,0,3,8,0,0,0,0,0,0,0,36,37,5,1
PhD,Together,66426.0,0,1,14,2,3,5,10,6,0,0,0,0,0,0,0,64,1377,20,2
Graduation,Single,30822.0,1,0,92,1,1,0,3,7,0,0,0,0,0,0,0,56,51,5,1
PhD,Married,33581.0,2,0,38,1,1,0,2,8,0,0,0,0,0,0,0,56,17,4,1
Graduation,Married,19986.0,1,0,74,1,0,0,3,7,0,0,0,0,0,0,0,40,22,4,1
Graduation,Widow,27421.0,0,0,14,3,4,1,6,7,0,0,0,0,0,0,0,71,324,14,1
2n Cycle,Married,35688.0,2,1,94,7,4,1,4,8,0,0,0,0,0,0,0,52,211,16,1
Master,Single,36143.0,1,0,33,1,0,1,2,3,0,0,0,0,0,0,0,44,19,4,1
Graduation,Single,10245.0,1,0,32,3,1,2,2,5,0,0,0,0,0,0,0,54,41,8,1
Master,Together,43795.0,0,1,11,3,7,3,4,7,0,1,0,0,0,0,1,57,492,17,0
Graduation,Together,63381.0,0,1,78,4,4,5,13,2,0,0,0,0,0,0,0,65,1005,26,2
Graduation,Together,38823.0,0,1,56,1,2,1,3,6,0,0,0,0,0,0,0,76,114,7,1
PhD,Divorced,83664.0,1,1,57,3,2,2,12,5,0,0,0,0,0,0,0,57,1173,19,2
Graduation,Together,90300.0,0,0,7,0,5,6,8,1,0,0,1,0,0,0,0,46,1738,19,2
Master,Together,62499.0,1,0,0,2,3,1,6,4,0,0,0,0,0,0,0,46,222,12,1
Graduation,Single,74293.0,0,0,66,1,5,4,6,2,0,0,0,0,0,0,0,32,1127,16,2
PhD,Married,51012.0,0,0,86,1,4,1,4,6,0,0,0,0,0,0,0,79,209,10,1
Master,Married,70777.0,0,1,80,3,5,3,12,3,0,0,0,0,0,0,0,57,787,23,2
PhD,Together,68682.0,0,0,56,1,4,9,10,2,0,0,0,0,0,0,0,34,1598,24,2
Graduation,Married,43824.0,1,1,18,4,3,1,4,8,0,0,0,0,0,0,0,54,186,12,1
Graduation,Together,15345.0,1,0,51,2,1,1,2,8,0,0,0,0,0,0,1,41,47,6,1
Graduation,Single,23442.0,1,0,71,1,1,0,3,7,0,0,0,0,0,0,0,38,27,5,1
2n Cycle,Together,14515.0,1,0,71,4,2,2,3,7,0,0,0,0,0,0,1,45,96,11,1
2n Cycle,Divorced,31395.0,1,1,80,4,2,1,3,6,0,0,0,0,0,0,0,69,64,10,1
Graduation,Together,75276.0,0,0,2,1,9,4,9,5,0,0,0,0,0,0,0,60,1040,23,2
Graduation,Single,42373.0,1,1,83,5,2,1,5,5,0,0,0,0,0,0,0,51,163,13,1
Graduation,Together,30507.0,0,0,29,1,5,1,4,7,0,0,0,0,0,0,0,65,343,11,1
PhD,Single,55521.0,1,2,11,9,6,3,6,7,0,1,0,0,0,0,1,70,446,24,0
Graduation,Married,48006.0,1,1,55,1,1,0,3,6,0,0,0,0,0,0,0,60,41,5,1
PhD,Single,27213.0,1,0,19,3,2,0,4,8,0,0,0,0,0,0,1,53,70,9,1
PhD,Divorced,65808.0,1,1,1,3,5,1,5,6,0,0,0,0,0,0,0,54,272,14,1
PhD,Together,30351.0,1,0,19,1,3,0,2,9,0,0,0,0,0,0,0,51,46,6,1
Graduation,Married,50437.0,0,2,28,3,7,1,8,7,0,0,0,0,0,0,0,62,490,19,0
2n Cycle,Single,23616.0,1,0,76,2,3,0,3,8,0,0,0,0,0,0,1,43,79,8,1
Graduation,Married,53858.0,0,1,50,4,4,3,6,4,0,0,0,0,0,0,0,49,915,17,0
PhD,Married,66465.0,0,1,1,3,11,9,12,6,0,0,0,1,0,0,0,70,1485,35,2
Graduation,Single,46923.0,1,0,90,3,5,1,7,7,0,0,0,0,0,0,0,38,369,16,0
Graduation,Together,75072.0,0,1,83,2,5,4,8,3,0,0,0,0,0,0,0,63,1073,19,2
PhD,Married,75865.0,0,0,73,1,3,5,10,1,0,0,0,0,0,0,0,82,1242,19,2
2n Cycle,Together,19789.0,1,0,24,3,2,1,3,5,1,0,0,0,0,0,0,50,78,9,1
Graduation,Together,80134.0,0,0,11,1,2,7,11,5,0,1,1,1,1,0,0,31,1378,21,2
Graduation,Single,91065.0,0,0,33,1,7,9,9,3,0,0,1,1,0,0,1,44,1474,26,2
Master,Married,49505.0,1,1,4,9,10,2,8,8,0,0,0,0,0,0,0,54,751,29,0
PhD,Married,37401.0,1,0,14,2,2,0,3,7,0,0,0,0,0,0,0,52,48,7,1
Graduation,Married,30096.0,1,0,30,1,2,0,3,6,0,0,0,0,0,0,0,42,45,6,1
Master,Together,18492.0,1,0,75,1,1,0,2,8,0,0,0,0,0,0,0,43,10,4,1
Master,Married,82584.0,0,0,26,1,3,4,8,1,0,1,1,0,0,0,1,51,1435,16,2
PhD,Married,93027.0,0,0,77,0,7,10,5,2,0,0,1,0,0,0,0,84,2119,22,2
Graduation,Married,48686.0,1,2,8,1,1,0,2,8,0,0,0,0,0,0,0,72,20,4,1
Graduation,Married,92910.0,0,0,42,1,6,7,13,1,0,1,1,1,0,0,0,39,1795,27,2
Graduation,Married,75433.0,1,0,28,2,2,5,10,6,0,1,0,1,0,0,0,36,1188,19,2
2n Cycle,Together,10404.0,1,0,52,2,1,0,4,5,0,0,0,0,0,0,0,36,43,7,1
Graduation,Married,61314.0,0,1,1,2,5,5,12,3,0,0,0,0,0,0,0,57,1008,24,2
PhD,Single,84865.0,0,0,1,1,2,4,9,4,0,1,1,1,1,0,1,64,1688,16,2
Graduation,Married,42387.0,1,0,42,5,8,1,7,8,0,0,0,0,0,0,0,36,684,21,0
2n Cycle,Together,67309.0,1,1,76,15,9,6,9,7,0,0,0,0,0,0,0,58,1082,39,0
Graduation,Married,75236.0,0,1,27,1,8,3,13,4,0,0,0,0,0,0,0,61,1068,25,2
Graduation,Single,30015.0,1,0,28,2,1,0,4,5,0,0,0,0,0,0,0,55,57,7,1
Master,Together,50943.0,0,1,49,1,1,0,3,5,0,0,0,0,0,0,0,69,46,5,1
Graduation,Divorced,67272.0,0,1,12,3,6,2,12,5,0,0,0,0,0,0,0,59,733,23,0
Master,Widow,51529.0,0,1,14,2,9,1,5,8,0,0,0,0,0,0,0,76,467,17,0
PhD,Married,32011.0,1,0,89,3,2,1,4,7,0,0,0,0,0,0,0,54,122,10,1
2n Cycle,Married,7500.0,1,0,96,2,2,0,3,8,0,0,0,0,0,0,0,39,36,7,1
Graduation,Married,28691.0,1,0,56,1,1,0,3,8,0,0,0,0,0,0,0,36,34,5,1
PhD,Married,56223.0,0,1,72,2,2,1,5,4,0,0,0,0,0,0,0,77,156,10,1
Graduation,Married,18100.0,0,0,14,1,0,0,3,5,0,0,0,0,0,0,0,79,14,4,1
Graduation,Single,30279.0,1,0,13,1,1,0,3,8,0,0,0,0,0,0,0,36,37,5,1
2n Cycle,Married,20130.0,0,0,99,1,1,0,3,8,0,0,0,0,0,0,0,51,34,5,1
Graduation,Divorced,23295.0,0,0,72,1,1,0,2,8,0,0,0,0,0,0,0,66,20,4,1
Master,Divorced,42618.0,1,0,92,2,5,0,4,8,0,0,0,0,0,0,0,53,192,11,1
Graduation,Single,81246.0,0,0,87,1,4,5,7,1,1,0,0,1,0,0,0,61,1379,17,2
Graduation,Married,24027.0,1,0,7,2,2,0,3,8,0,0,0,0,0,0,0,49,48,7,1
PhD,Married,55707.0,0,1,91,2,3,2,9,3,0,0,0,0,0,0,0,72,428,16,2
Graduation,Single,57959.0,0,1,71,5,4,7,11,3,0,0,0,0,0,0,0,70,868,27,2
Graduation,Married,56796.0,0,1,24,3,8,9,7,7,0,0,0,0,0,0,0,56,1001,27,0
Master,Single,36230.0,1,0,17,1,2,0,4,5,0,0,0,0,0,0,0,54,59,7,1
2n Cycle,Married,70829.0,1,1,87,2,4,2,8,3,0,0,0,0,0,0,0,45,431,16,0
Graduation,Married,65991.0,0,1,21,3,9,5,10,7,0,0,0,0,0,0,0,49,971,27,0
Graduation,Married,38988.0,1,2,90,7,5,1,6,8,0,0,0,0,0,0,0,53,348,19,0
2n Cycle,Single,89572.0,0,0,44,1,7,7,9,4,0,1,0,1,0,0,1,59,2059,24,2
Master,Married,42207.0,1,0,71,4,4,1,5,6,1,0,0,0,0,0,1,41,265,14,1
Graduation,Married,50300.0,0,1,52,2,2,1,8,2,0,0,0,0,0,0,0,73,270,13,1
2n Cycle,Together,66664.0,0,0,78,1,5,7,6,3,0,0,0,0,0,0,0,43,1289,19,2
Graduation,Married,60597.0,0,1,2,4,2,2,8,7,0,0,0,1,0,0,1,61,893,16,0
Graduation,Widow,70165.0,0,0,60,1,3,7,11,1,0,0,0,0,0,0,0,76,926,22,2
PhD,Widow,50520.0,0,1,25,2,3,1,3,6,0,0,0,0,0,0,0,67,135,9,1
Graduation,Married,80124.0,0,0,47,1,3,7,8,1,1,0,0,0,0,0,0,62,1495,19,2
Graduation,Married,33183.0,1,0,46,2,4,0,3,7,0,0,0,0,0,0,0,50,120,9,1
PhD,Single,66582.0,0,0,83,1,2,8,9,1,0,0,0,0,0,0,0,56,1288,20,2
PhD,Together,75261.0,0,0,17,1,5,6,5,2,0,1,1,0,0,0,1,70,1743,17,2
Graduation,Widow,31880.0,1,0,13,1,1,0,2,8,0,0,0,0,0,0,0,55,15,4,1
Graduation,Married,53790.0,0,2,86,3,7,2,8,6,0,0,0,0,0,0,0,74,542,20,0
PhD,Together,49269.0,1,0,92,3,7,3,12,7,0,0,0,0,0,0,0,54,890,25,0
Graduation,Married,61456.0,0,1,47,4,6,10,13,4,0,0,0,0,0,0,0,50,1388,33,2
Graduation,Married,37406.0,1,0,18,1,1,0,2,8,0,0,0,0,0,0,1,45,17,4,1
PhD,Together,56937.0,1,0,81,7,8,6,9,6,0,1,0,0,0,0,1,44,906,30,0
Graduation,Married,38415.0,1,1,91,2,1,0,3,7,0,0,0,0,0,0,0,47,44,6,1
Graduation,Single,20518.0,1,0,58,1,1,1,2,5,0,0,0,0,0,0,0,37,25,5,1
Graduation,Married,62503.0,0,1,40,4,8,3,11,5,0,0,0,0,0,0,0,69,973,26,0
PhD,Single,41644.0,1,1,67,2,1,0,3,3,0,0,0,0,0,0,0,53,31,6,1
Master,Married,55842.0,0,1,19,1,7,1,8,5,0,0,0,0,0,0,0,48,518,17,0
PhD,Married,62010.0,0,1,93,4,6,2,7,5,0,0,0,0,0,0,0,53,530,19,0
Graduation,Married,41124.0,1,0,41,7,7,3,4,8,0,0,0,0,0,0,0,48,506,21,0
Master,Married,38961.0,1,0,60,1,2,1,2,7,0,0,0,0,0,0,0,52,70,6,1
Master,Divorced,37760.0,1,0,54,1,2,0,3,6,0,0,0,0,0,0,0,53,54,6,1
Graduation,Single,32233.0,1,0,26,2,6,2,2,9,1,0,0,0,0,0,1,51,296,12,1
Graduation,Married,43057.0,0,1,30,4,4,2,5,5,0,0,0,0,0,0,0,50,266,15,0
Master,Together,83151.0,0,0,93,1,5,9,4,3,0,0,0,0,0,0,0,65,747,19,2
PhD,Divorced,78825.0,0,0,35,1,5,10,13,3,0,0,0,0,0,0,1,61,895,29,2
Master,Together,65104.0,0,1,4,2,3,5,7,7,0,0,0,0,0,0,0,49,1053,17,2
Graduation,Married,60093.0,0,1,92,2,7,2,10,6,0,0,0,0,0,0,0,51,735,21,0
Graduation,Married,14045.0,1,0,24,1,1,0,3,7,0,0,0,0,0,0,0,56,20,5,1
2n Cycle,Widow,28457.0,0,0,96,1,4,1,4,8,0,0,0,0,0,0,0,73,205,10,1
PhD,Together,78952.0,0,1,11,2,2,5,12,6,0,0,0,0,0,0,0,67,2092,21,2
Graduation,Divorced,46310.0,1,0,99,2,6,1,5,8,0,0,0,0,0,0,0,49,309,14,1
Graduation,Together,76005.0,0,0,72,1,3,5,13,6,0,0,0,1,0,0,0,70,1722,22,2
Master,Single,58308.0,0,1,77,4,2,6,3,8,0,0,0,0,0,0,0,61,900,15,0
PhD,Divorced,55614.0,0,0,85,1,9,4,6,7,0,1,0,0,0,0,0,81,682,20,0
Master,Divorced,59432.0,0,1,88,3,5,3,11,5,0,0,0,0,0,0,0,63,663,22,0
Graduation,Divorced,55563.0,0,1,22,1,2,0,3,3,0,0,0,0,0,0,0,47,43,6,1
PhD,Together,78642.0,0,1,83,1,4,9,4,6,0,0,0,0,0,0,0,54,1816,18,2
PhD,Together,67911.0,0,1,63,3,6,7,11,3,0,0,0,0,0,0,0,76,976,27,2
Graduation,Married,65275.0,0,0,9,1,4,3,13,2,0,0,0,0,0,0,0,81,746,21,2
Graduation,Together,27203.0,1,1,92,2,1,1,2,8,0,0,0,0,0,0,0,75,64,6,1
Master,Together,48330.0,0,1,2,1,1,0,3,5,0,0,0,0,0,0,0,64,32,5,1
Basic,Married,24279.0,0,0,6,1,4,1,3,8,0,0,0,0,0,0,0,35,263,9,1
PhD,Married,64355.0,1,0,66,2,4,3,12,8,0,0,0,0,0,0,0,40,1445,21,0
Master,Together,50943.0,0,1,49,1,1,0,3,5,0,0,0,0,0,0,0,69,46,5,1
Graduation,Widow,53653.0,0,0,29,2,10,4,12,6,0,0,0,0,0,0,0,72,1210,28,0
Graduation,Married,65665.0,0,1,77,1,5,10,8,3,0,0,0,0,0,0,0,49,945,24,2
Graduation,Single,81217.0,0,0,77,1,3,7,11,1,0,0,0,0,0,0,0,36,1157,22,2
Graduation,Married,34935.0,0,0,71,1,2,1,4,7,0,0,0,0,0,0,0,33,137,8,1
Graduation,Divorced,61250.0,0,1,49,6,5,2,12,5,0,0,0,0,0,0,0,66,730,25,0
PhD,Together,39665.0,1,0,97,3,4,2,3,7,1,0,0,0,0,0,0,44,216,12,1
Graduation,Single,60152.0,0,1,6,1,6,4,12,3,0,0,0,0,0,0,0,46,943,23,2
Graduation,Married,48920.0,0,2,93,3,6,2,5,7,0,1,0,0,0,0,0,61,347,16,0
Master,Together,89120.0,0,0,78,1,5,6,7,1,0,0,1,0,0,0,0,66,1924,19,2
PhD,Together,44124.0,0,1,62,4,6,2,5,8,0,0,0,0,0,0,0,79,397,17,0
Master,Single,81169.0,0,0,47,1,5,7,9,2,0,0,0,0,0,0,0,50,2089,22,2
Graduation,Married,36443.0,1,1,9,4,3,1,3,8,0,0,0,0,0,0,0,64,138,11,1
Graduation,Single,26095.0,1,0,77,1,1,0,3,7,0,0,0,0,0,0,0,35,42,5,1
Graduation,Together,71367.0,0,0,24,1,4,5,7,2,0,0,0,0,0,0,0,66,777,17,2
Master,Married,80184.0,0,0,19,1,6,3,10,3,0,0,1,1,0,0,0,81,1902,20,2
Graduation,Divorced,30630.0,1,1,67,2,2,0,3,7,0,0,0,0,0,0,0,60,52,7,1
Master,Single,73454.0,0,0,95,1,2,4,6,5,1,0,0,0,0,0,0,38,1651,13,2
Graduation,Married,42691.0,0,0,48,1,5,1,6,5,0,0,0,0,0,0,0,34,358,13,1
Graduation,Married,70503.0,0,0,73,1,2,4,9,6,0,1,1,0,0,0,0,72,1727,16,2
Graduation,Married,25545.0,1,0,35,3,2,2,3,6,0,0,0,0,0,0,1,38,210,10,1
Graduation,Married,32880.0,1,0,76,1,1,0,3,8,0,0,0,0,0,0,0,39,42,5,1
PhD,Together,77863.0,0,0,20,1,4,5,10,2,0,0,0,0,0,0,0,67,1291,20,2
Master,Married,50353.0,0,0,72,1,4,4,6,3,0,0,0,0,0,0,0,48,442,15,2
Graduation,Single,61839.0,0,0,20,1,4,8,4,8,0,0,0,0,0,0,0,61,1895,17,2
PhD,Married,49154.0,1,1,69,6,4,1,8,6,0,0,0,0,0,0,0,65,411,19,0
2n Cycle,Widow,47682.0,0,1,80,4,4,3,8,5,0,0,0,0,0,0,0,50,521,19,0
Graduation,Single,72679.0,0,1,65,1,4,7,5,1,0,0,0,0,0,0,0,56,1168,17,2
Master,Together,57954.0,1,1,52,7,8,2,6,7,0,1,0,0,0,0,0,48,493,23,0
Graduation,Married,65316.0,1,1,65,2,3,2,5,4,0,0,0,0,0,0,0,63,260,12,1
Graduation,Single,28567.0,1,0,57,2,2,0,3,6,0,0,0,0,0,0,0,43,46,7,1
Master,Together,47352.0,0,1,70,4,6,1,5,7,0,0,0,0,0,0,0,74,319,16,0
Graduation,Together,44931.0,0,1,0,1,2,1,3,5,0,0,0,0,0,0,0,58,96,7,1
Graduation,Divorced,76982.0,0,0,19,1,8,3,4,4,0,0,1,0,0,0,1,58,1062,16,2
2n Cycle,Together,57247.0,0,1,50,2,2,1,7,2,0,0,0,0,0,0,0,73,232,12,1
Master,Single,22944.0,1,0,67,3,3,0,3,7,0,0,0,0,0,0,0,44,76,9,1
2n Cycle,Together,25315.0,1,0,46,3,3,0,3,8,0,0,0,0,0,0,0,48,54,9,1
Graduation,Widow,43638.0,0,1,37,2,4,1,4,7,0,0,0,0,0,0,0,56,201,11,1
PhD,Single,42710.0,1,0,38,2,4,5,3,6,0,0,0,0,0,0,0,41,406,14,1
PhD,Married,84169.0,0,0,9,1,7,6,6,3,0,1,1,0,0,0,1,43,1919,20,2
Graduation,Together,54058.0,0,1,56,2,4,6,8,3,0,0,0,0,0,0,0,49,662,20,2
2n Cycle,Married,24683.0,1,0,98,2,2,0,4,5,0,0,0,0,0,0,0,35,41,8,1
Graduation,Widow,85620.0,0,0,68,1,3,6,4,1,0,0,0,0,0,0,1,61,1600,14,2
Graduation,Married,47850.0,1,0,72,1,3,0,4,6,0,0,0,0,0,0,0,45,134,8,1
Graduation,Married,19514.0,1,1,47,4,3,1,2,8,1,0,0,0,0,0,1,57,69,10,1
Master,Married,27159.0,1,1,33,2,1,0,3,6,0,0,0,0,0,0,0,52,21,6,1
